Freq.	1/(1-1/(2*(I(Vi)@1*V(x)@2-V(x)@1*I(Vi)@2)+V(x)@1+I(Vi)@2))
5.82103217770785e+003	(2.76518624261833e+001dB,1.00473540995374e+002°)
5.83445104273658e+003	(2.76328351377293e+001dB,1.00496715959575e+002°)
5.84790084144394e+003	(2.76138121070806e+001dB,1.00519937651708e+002°)
5.86138164513942e+003	(2.75947933518483e+001dB,1.00543206136764e+002°)
5.87489352529689e+003	(2.75757788897258e+001dB,1.00566521479660e+002°)
5.88843655355501e+003	(2.75567687384234e+001dB,1.00589883745162e+002°)
5.90201080171757e+003	(2.75377629157623e+001dB,1.00613292997925e+002°)
5.91561634175386e+003	(2.75187614396126e+001dB,1.00636749302514e+002°)
5.92925324579912e+003	(2.74997643278963e+001dB,1.00660252723322e+002°)
5.94292158615484e+003	(2.74807715986144e+001dB,1.00683803324673e+002°)
5.95662143528922e+003	(2.74617832698319e+001dB,1.00707401170727e+002°)
5.97035286583748e+003	(2.74427993596704e+001dB,1.00731046325539e+002°)
5.98411595060231e+003	(2.74238198863213e+001dB,1.00754738853038e+002°)
5.99791076255420e+003	(2.74048448680427e+001dB,1.00778478817004e+002°)
6.01173737483188e+003	(2.73858743231618e+001dB,1.00802266281101e+002°)
6.02559586074268e+003	(2.73669082700570e+001dB,1.00826101308850e+002°)
6.03948629376290e+003	(2.73479467271861e+001dB,1.00849983963669e+002°)
6.05340874753823e+003	(2.73289897130686e+001dB,1.00873914308774e+002°)
6.06736329588415e+003	(2.73100372462882e+001dB,1.00897892407298e+002°)
6.08135001278627e+003	(2.72910893454980e+001dB,1.00921918322219e+002°)
6.09536897240078e+003	(2.72721460294100e+001dB,1.00945992116362e+002°)
6.10942024905481e+003	(2.72532073168125e+001dB,1.00970113852425e+002°)
6.12350391724682e+003	(2.72342732265563e+001dB,1.00994283592929e+002°)
6.13762005164702e+003	(2.72153437775546e+001dB,1.01018501400292e+002°)
6.15176872709776e+003	(2.71964189887944e+001dB,1.01042767336731e+002°)
6.16595001861390e+003	(2.71774988793218e+001dB,1.01067081464358e+002°)
6.18016400138323e+003	(2.71585834682536e+001dB,1.01091443845094e+002°)
6.19441075076689e+003	(2.71396727747848e+001dB,1.01115854540719e+002°)
6.20869034229971e+003	(2.71207668181569e+001dB,1.01140313612845e+002°)
6.22300285169066e+003	(2.71018656176952e+001dB,1.01164821122955e+002°)
6.23734835482326e+003	(2.70829691927860e+001dB,1.01189377132334e+002°)
6.25172692775592e+003	(2.70640775628807e+001dB,1.01213981702117e+002°)
6.26613864672241e+003	(2.70451907475067e+001dB,1.01238634893269e+002°)
6.28058358813224e+003	(2.70263087662470e+001dB,1.01263336766596e+002°)
6.29506182857103e+003	(2.70074316387778e+001dB,1.01288087382723e+002°)
6.30957344480098e+003	(2.69885593848140e+001dB,1.01312886802102e+002°)
6.32411851376124e+003	(2.69696920241493e+001dB,1.01337735085022e+002°)
6.33869711256832e+003	(2.69508295766578e+001dB,1.01362632291589e+002°)
6.35330931851648e+003	(2.69319720622651e+001dB,1.01387578481724e+002°)
6.36795520907820e+003	(2.69131195009738e+001dB,1.01412573715180e+002°)
6.38263486190453e+003	(2.68942719128664e+001dB,1.01437618051516e+002°)
6.39734835482552e+003	(2.68754293180714e+001dB,1.01462711550110e+002°)
6.41209576585065e+003	(2.68565917368055e+001dB,1.01487854270149e+002°)
6.42687717316923e+003	(2.68377591893378e+001dB,1.01513046270647e+002°)
6.44169265515080e+003	(2.68189316960316e+001dB,1.01538287610393e+002°)
6.45654229034558e+003	(2.68001092772901e+001dB,1.01563578348036e+002°)
6.47142615748486e+003	(2.67812919536160e+001dB,1.01588918541975e+002°)
6.48634433548140e+003	(2.67624797455557e+001dB,1.01614308250431e+002°)
6.50129690342992e+003	(2.67436726737441e+001dB,1.01639747531436e+002°)
6.51628394060744e+003	(2.67248707588769e+001dB,1.01665236442801e+002°)
6.53130552647374e+003	(2.67060740217235e+001dB,1.01690775042154e+002°)
6.54636174067176e+003	(2.66872824831208e+001dB,1.01716363386892e+002°)
6.56145266302806e+003	(2.66684961639792e+001dB,1.01742001534214e+002°)
6.57657837355321e+003	(2.66497150852806e+001dB,1.01767689541115e+002°)
6.59173895244222e+003	(2.66309392680726e+001dB,1.01793427464373e+002°)
6.60693448007496e+003	(2.66121687334848e+001dB,1.01819215360534e+002°)
6.62216503701662e+003	(2.65934035026918e+001dB,1.01845053285943e+002°)
6.63743070401808e+003	(2.65746435969785e+001dB,1.01870941296713e+002°)
6.65273156201641e+003	(2.65558890376694e+001dB,1.01896879448755e+002°)
6.66806769213521e+003	(2.65371398461723e+001dB,1.01922867797732e+002°)
6.68343917568513e+003	(2.65183960439702e+001dB,1.01948906399077e+002°)
6.69884609416425e+003	(2.64996576526060e+001dB,1.01974995308016e+002°)
6.71428852925850e+003	(2.64809246937021e+001dB,1.02001134579525e+002°)
6.72976656284216e+003	(2.64621971889516e+001dB,1.02027324268348e+002°)
6.74528027697819e+003	(2.64434751601294e+001dB,1.02053564429001e+002°)
6.76082975391879e+003	(2.64247586290575e+001dB,1.02079855115747e+002°)
6.77641507610572e+003	(2.64060476176551e+001dB,1.02106196382607e+002°)
6.79203632617081e+003	(2.63873421478974e+001dB,1.02132588283375e+002°)
6.80769358693638e+003	(2.63686422418423e+001dB,1.02159030871581e+002°)
6.82338694141566e+003	(2.63499479216189e+001dB,1.02185524200501e+002°)
6.83911647281325e+003	(2.63312592094208e+001dB,1.02212068323191e+002°)
6.85488226452557e+003	(2.63125761275253e+001dB,1.02238663292415e+002°)
6.87068440014127e+003	(2.62938986982667e+001dB,1.02265309160701e+002°)
6.88652296344171e+003	(2.62752269440718e+001dB,1.02292005980307e+002°)
6.90239803840137e+003	(2.62565608874317e+001dB,1.02318753803239e+002°)
6.91830970918831e+003	(2.62379005509017e+001dB,1.02345552681231e+002°)
6.93425806016463e+003	(2.62192459571286e+001dB,1.02372402665754e+002°)
6.95024317588691e+003	(2.62005971288117e+001dB,1.02399303808018e+002°)
6.96626514110662e+003	(2.61819540887384e+001dB,1.02426256158933e+002°)
6.98232404077065e+003	(2.61633168597670e+001dB,1.02453259769167e+002°)
6.99841996002166e+003	(2.61446854648279e+001dB,1.02480314689091e+002°)
7.01455298419864e+003	(2.61260599269227e+001dB,1.02507420968800e+002°)
7.03072319883726e+003	(2.61074402691345e+001dB,1.02534578658114e+002°)
7.04693068967039e+003	(2.60888265146090e+001dB,1.02561787806553e+002°)
7.06317554262854e+003	(2.60702186865727e+001dB,1.02589048463361e+002°)
7.07945784384029e+003	(2.60516168083294e+001dB,1.02616360677486e+002°)
7.09577767963280e+003	(2.60330209032445e+001dB,1.02643724497601e+002°)
7.11213513653220e+003	(2.60144309947760e+001dB,1.02671139972042e+002°)
7.12853030126410e+003	(2.59958471064372e+001dB,1.02698607148889e+002°)
7.14496326075404e+003	(2.59772692618265e+001dB,1.02726126075895e+002°)
7.16143410212792e+003	(2.59586974846196e+001dB,1.02753696800519e+002°)
7.17794291271252e+003	(2.59401317985506e+001dB,1.02781319369918e+002°)
7.19448978003589e+003	(2.59215722274513e+001dB,1.02808993830925e+002°)
7.21107479182789e+003	(2.59030187952131e+001dB,1.02836720230070e+002°)
7.22769803602059e+003	(2.58844715257982e+001dB,1.02864498613570e+002°)
7.24435960074879e+003	(2.58659304432600e+001dB,1.02892329027319e+002°)
7.26105957435043e+003	(2.58473955717093e+001dB,1.02920211516894e+002°)
7.27779804536712e+003	(2.58288669353487e+001dB,1.02948146127544e+002°)
7.29457510254457e+003	(2.58103445584392e+001dB,1.02976132904196e+002°)
7.31139083483305e+003	(2.57918284653280e+001dB,1.03004171891453e+002°)
7.32824533138791e+003	(2.57733186804333e+001dB,1.03032263133566e+002°)
7.34513868157002e+003	(2.57548152282447e+001dB,1.03060406674475e+002°)
7.36207097494623e+003	(2.57363181333385e+001dB,1.03088602557772e+002°)
7.37904230128987e+003	(2.57178274203649e+001dB,1.03116850826715e+002°)
7.39605275058124e+003	(2.56993431140302e+001dB,1.03145151524187e+002°)
7.41310241300803e+003	(2.56808652391352e+001dB,1.03173504692778e+002°)
7.43019137896587e+003	(2.56623938205552e+001dB,1.03201910374685e+002°)
7.44731973905874e+003	(2.56439288832270e+001dB,1.03230368611779e+002°)
7.46448758409951e+003	(2.56254704521761e+001dB,1.03258879445563e+002°)
7.48169500511039e+003	(2.56070185525161e+001dB,1.03287442917172e+002°)
7.49894209332340e+003	(2.55885732093968e+001dB,1.03316059067406e+002°)
7.51622894018089e+003	(2.55701344480881e+001dB,1.03344727936682e+002°)
7.53355563733601e+003	(2.55517022938937e+001dB,1.03373449565054e+002°)
7.55092227665317e+003	(2.55332767722259e+001dB,1.03402223992209e+002°)
7.56832895020857e+003	(2.55148579085610e+001dB,1.03431051257457e+002°)
7.58577575029066e+003	(2.54964457284556e+001dB,1.03459931399737e+002°)
7.60326276940064e+003	(2.54780402575287e+001dB,1.03488864457600e+002°)
7.62079010025294e+003	(2.54596415214918e+001dB,1.03517850469223e+002°)
7.63835783577572e+003	(2.54412495461257e+001dB,1.03546889472399e+002°)
7.65596606911138e+003	(2.54228643572754e+001dB,1.03575981504522e+002°)
7.67361489361700e+003	(2.54044859808882e+001dB,1.03605126602599e+002°)
7.69130440286490e+003	(2.53861144429677e+001dB,1.03634324803258e+002°)
7.70903469064311e+003	(2.53677497695917e+001dB,1.03663576142702e+002°)
7.72680585095583e+003	(2.53493919869284e+001dB,1.03692880656750e+002°)
7.74461797802399e+003	(2.53310411212129e+001dB,1.03722238380817e+002°)
7.76247116628571e+003	(2.53126971987500e+001dB,1.03751649349906e+002°)
7.78036551039683e+003	(2.52943602459480e+001dB,1.03781113598608e+002°)
7.79830110523138e+003	(2.52760302892557e+001dB,1.03810631161109e+002°)
7.81627804588208e+003	(2.52577073552229e+001dB,1.03840202071167e+002°)
7.83429642766090e+003	(2.52393914704644e+001dB,1.03869826362129e+002°)
7.85235634609950e+003	(2.52210826616730e+001dB,1.03899504066924e+002°)
7.87045789694976e+003	(2.52027809556175e+001dB,1.03929235218024e+002°)
7.88860117618432e+003	(2.51844863791537e+001dB,1.03959019847525e+002°)
7.90678627999702e+003	(2.51661989591891e+001dB,1.03988857987034e+002°)
7.92501330480349e+003	(2.51479187227392e+001dB,1.04018749667750e+002°)
7.94328234724158e+003	(2.51296456968723e+001dB,1.04048694920439e+002°)
7.96159350417195e+003	(2.51113799087367e+001dB,1.04078693775418e+002°)
7.97994687267852e+003	(2.50931213855691e+001dB,1.04108746262536e+002°)
7.99834255006904e+003	(2.50748701546567e+001dB,1.04138852411232e+002°)
8.01678063387554e+003	(2.50566262433955e+001dB,1.04169012250451e+002°)
8.03526122185492e+003	(2.50383896792369e+001dB,1.04199225808726e+002°)
8.05378441198941e+003	(2.50201604897083e+001dB,1.04229493114083e+002°)
8.07235030248712e+003	(2.50019387024316e+001dB,1.04259814194132e+002°)
8.09095899178256e+003	(2.49837243450833e+001dB,1.04290189075981e+002°)
8.10961057853714e+003	(2.49655174454262e+001dB,1.04320617786280e+002°)
8.12830516163973e+003	(2.49473180312904e+001dB,1.04351100351215e+002°)
8.14704284020712e+003	(2.49291261305954e+001dB,1.04381636796493e+002°)
8.16582371358465e+003	(2.49109417713331e+001dB,1.04412227147327e+002°)
8.18464788134662e+003	(2.48927649815629e+001dB,1.04442871428460e+002°)
8.20351544329690e+003	(2.48745957894275e+001dB,1.04473569664148e+002°)
8.22242649946943e+003	(2.48564342231469e+001dB,1.04504321878154e+002°)
8.24138115012873e+003	(2.48382803110106e+001dB,1.04535128093745e+002°)
8.26037949577049e+003	(2.48201340813882e+001dB,1.04565988333703e+002°)
8.27942163712204e+003	(2.48019955627321e+001dB,1.04596902620284e+002°)
8.29850767514292e+003	(2.47838647835517e+001dB,1.04627870975276e+002°)
8.31763771102541e+003	(2.47657417724409e+001dB,1.04658893419923e+002°)
8.33681184619503e+003	(2.47476265580879e+001dB,1.04689969974989e+002°)
8.35603018231117e+003	(2.47295191692229e+001dB,1.04721100660695e+002°)
8.37529282126751e+003	(2.47114196346794e+001dB,1.04752285496770e+002°)
8.39459986519266e+003	(2.46933279833485e+001dB,1.04783524502406e+002°)
8.41395141645063e+003	(2.46752442442098e+001dB,1.04814817696277e+002°)
8.43334757764143e+003	(2.46571684463042e+001dB,1.04846165096518e+002°)
8.45278845160157e+003	(2.46391006187724e+001dB,1.04877566720748e+002°)
8.47227414140463e+003	(2.46210407907958e+001dB,1.04909022586032e+002°)
8.49180475036180e+003	(2.46029889916575e+001dB,1.04940532708904e+002°)
8.51138038202243e+003	(2.45849452507061e+001dB,1.04972097105360e+002°)
8.53100114017455e+003	(2.45669095973673e+001dB,1.05003715790842e+002°)
8.55066712884549e+003	(2.45488820611439e+001dB,1.05035388780248e+002°)
8.57037845230235e+003	(2.45308626716037e+001dB,1.05067116087906e+002°)
8.59013521505260e+003	(2.45128514583934e+001dB,1.05098897727603e+002°)
8.60993752184465e+003	(2.44948484512549e+001dB,1.05130733712567e+002°)
8.62978547766834e+003	(2.44768536799596e+001dB,1.05162624055447e+002°)
8.64967918775557e+003	(2.44588671744026e+001dB,1.05194568768330e+002°)
8.66961875758080e+003	(2.44408889645131e+001dB,1.05226567862723e+002°)
8.68960429286165e+003	(2.44229190803329e+001dB,1.05258621349577e+002°)
8.70963589955943e+003	(2.44049575519365e+001dB,1.05290729239238e+002°)
8.72971368387974e+003	(2.43870044095054e+001dB,1.05322891541485e+002°)
8.74983775227298e+003	(2.43690596832785e+001dB,1.05355108265505e+002°)
8.77000821143496e+003	(2.43511234035713e+001dB,1.05387379419893e+002°)
8.79022516830745e+003	(2.43331956007838e+001dB,1.05419705012650e+002°)
8.81048873007875e+003	(2.43152763053649e+001dB,1.05452085051174e+002°)
8.83079900418423e+003	(2.42973655478663e+001dB,1.05484519542268e+002°)
8.85115609830695e+003	(2.42794633588917e+001dB,1.05517008492121e+002°)
8.87156012037820e+003	(2.42615697691242e+001dB,1.05549551906326e+002°)
8.89201117857807e+003	(2.42436848093242e+001dB,1.05582149789838e+002°)
8.91250938133604e+003	(2.42258085103144e+001dB,1.05614802147024e+002°)
8.93305483733154e+003	(2.42079409030106e+001dB,1.05647508981599e+002°)
8.95364765549452e+003	(2.41900820183757e+001dB,1.05680270296675e+002°)
8.97428794500606e+003	(2.41722318874571e+001dB,1.05713086094726e+002°)
8.99497581529893e+003	(2.41543905413870e+001dB,1.05745956377597e+002°)
9.01571137605814e+003	(2.41365580113404e+001dB,1.05778881146491e+002°)
9.03649473722158e+003	(2.41187343285940e+001dB,1.05811860401973e+002°)
9.05732600898056e+003	(2.41009195244769e+001dB,1.05844894143959e+002°)
9.07820530178042e+003	(2.40831136303986e+001dB,1.05877982371728e+002°)
9.09913272632107e+003	(2.40653166778408e+001dB,1.05911125083896e+002°)
9.12010839355765e+003	(2.40475286983454e+001dB,1.05944322278429e+002°)
9.14113241470105e+003	(2.40297497235451e+001dB,1.05977573952622e+002°)
9.16220490121854e+003	(2.40119797851197e+001dB,1.06010880103116e+002°)
9.18332596483435e+003	(2.39942189148378e+001dB,1.06044240725882e+002°)
9.20449571753025e+003	(2.39764671445327e+001dB,1.06077655816226e+002°)
9.22571427154616e+003	(2.39587245061136e+001dB,1.06111125368762e+002°)
9.24698173938075e+003	(2.39409910315403e+001dB,1.06144649377435e+002°)
9.26829823379201e+003	(2.39232667528702e+001dB,1.06178227835501e+002°)
9.28966386779788e+003	(2.39055517022094e+001dB,1.06211860735534e+002°)
9.31107875467682e+003	(2.38878459117486e+001dB,1.06245548069410e+002°)
9.33254300796842e+003	(2.38701494137251e+001dB,1.06279289828316e+002°)
9.35405674147403e+003	(2.38524622404761e+001dB,1.06313086002737e+002°)
9.37562006925731e+003	(2.38347844243880e+001dB,1.06346936582445e+002°)
9.39723310564488e+003	(2.38171159979209e+001dB,1.06380841556520e+002°)
9.41889596522691e+003	(2.37994569936003e+001dB,1.06414800913322e+002°)
9.44060876285772e+003	(2.37818074440208e+001dB,1.06448814640494e+002°)
9.46237161365642e+003	(2.37641673818520e+001dB,1.06482882724957e+002°)
9.48418463300745e+003	(2.37465368398292e+001dB,1.06517005152918e+002°)
9.50604793656129e+003	(2.37289158507300e+001dB,1.06551181909849e+002°)
9.52796164023499e+003	(2.37113044474536e+001dB,1.06585412980498e+002°)
9.54992586021283e+003	(2.36937026629137e+001dB,1.06619698348857e+002°)
9.57194071294691e+003	(2.36761105301149e+001dB,1.06654037998198e+002°)
9.59400631515779e+003	(2.36585280821219e+001dB,1.06688431911052e+002°)
9.61612278383511e+003	(2.36409553520806e+001dB,1.06722880069180e+002°)
9.63829023623816e+003	(2.36233923731740e+001dB,1.06757382453614e+002°)
9.66050878989658e+003	(2.36058391786795e+001dB,1.06791939044612e+002°)
9.68277856261094e+003	(2.35882958019260e+001dB,1.06826549821682e+002°)
9.70509967245334e+003	(2.35707622763079e+001dB,1.06861214763568e+002°)
9.72747223776809e+003	(2.35532386352882e+001dB,1.06895933848244e+002°)
9.74989637717230e+003	(2.35357249123871e+001dB,1.06930707052906e+002°)
9.77237220955654e+003	(2.35182211412125e+001dB,1.06965534353980e+002°)
9.79489985408542e+003	(2.35007273553978e+001dB,1.07000415727112e+002°)
9.81747943019827e+003	(2.34832435886740e+001dB,1.07035351147156e+002°)
9.84011105760976e+003	(2.34657698748223e+001dB,1.07070340588191e+002°)
9.86279485631052e+003	(2.34483062476834e+001dB,1.07105384023480e+002°)
9.88553094656780e+003	(2.34308527411653e+001dB,1.07140481425514e+002°)
9.90831944892608e+003	(2.34134093892443e+001dB,1.07175632765969e+002°)
9.93116048420774e+003	(2.33959762259461e+001dB,1.07210838015717e+002°)
9.95405417351367e+003	(2.33785532853785e+001dB,1.07246097144829e+002°)
9.97700063822393e+003	(2.33611406016830e+001dB,1.07281410122548e+002°)
9.99999999999839e+003	(2.33437382090890e+001dB,1.07316776917310e+002°)
1.00230523807774e+004	(2.33263461418662e+001dB,1.07352197496727e+002°)
1.00461579027823e+004	(2.33089644343604e+001dB,1.07387671827590e+002°)
1.00693166885164e+004	(2.32915931209733e+001dB,1.07423199875846e+002°)
1.00925288607652e+004	(2.32742322361613e+001dB,1.07458781606627e+002°)
1.01157945425974e+004	(2.32568818144424e+001dB,1.07494416984201e+002°)
1.01391138573652e+004	(2.32395418903966e+001dB,1.07530105972026e+002°)
1.01624869287053e+004	(2.32222124986624e+001dB,1.07565848532690e+002°)
1.01859138805395e+004	(2.32048936739380e+001dB,1.07601644627933e+002°)
1.02093948370752e+004	(2.31875854509733e+001dB,1.07637494218650e+002°)
1.02329299228059e+004	(2.31702878645860e+001dB,1.07673397264871e+002°)
1.02565192625124e+004	(2.31530009496400e+001dB,1.07709353725766e+002°)
1.02801629812631e+004	(2.31357247410729e+001dB,1.07745363559628e+002°)
1.03038612044145e+004	(2.31184592738533e+001dB,1.07781426723891e+002°)
1.03276140576123e+004	(2.31012045830299e+001dB,1.07817543175107e+002°)
1.03514216667918e+004	(2.30839607036944e+001dB,1.07853712868955e+002°)
1.03752841581784e+004	(2.30667276710031e+001dB,1.07889935760218e+002°)
1.03992016582889e+004	(2.30495055201649e+001dB,1.07926211802802e+002°)
1.04231742939314e+004	(2.30322942864255e+001dB,1.07962540949717e+002°)
1.04472021922063e+004	(2.30150940051089e+001dB,1.07998923153077e+002°)
1.04712854805073e+004	(2.29979047115873e+001dB,1.08035358364099e+002°)
1.04954242865215e+004	(2.29807264412854e+001dB,1.08071846533086e+002°)
1.05196187382305e+004	(2.29635592296680e+001dB,1.08108387609452e+002°)
1.05438689639109e+004	(2.29464031122650e+001dB,1.08144981541671e+002°)
1.05681750921349e+004	(2.29292581246745e+001dB,1.08181628277324e+002°)
1.05925372517712e+004	(2.29121243024980e+001dB,1.08218327763059e+002°)
1.06169555719855e+004	(2.28950016814430e+001dB,1.08255079944597e+002°)
1.06414301822414e+004	(2.28778902972302e+001dB,1.08291884766744e+002°)
1.06659612123008e+004	(2.28607901856550e+001dB,1.08328742173359e+002°)
1.06905487922248e+004	(2.28437013825379e+001dB,1.08365652107368e+002°)
1.07151930523743e+004	(2.28266239237738e+001dB,1.08402614510753e+002°)
1.07398941234107e+004	(2.28095578452900e+001dB,1.08439629324557e+002°)
1.07646521362966e+004	(2.27925031830726e+001dB,1.08476696488868e+002°)
1.07894672222965e+004	(2.27754599731411e+001dB,1.08513815942822e+002°)
1.08143395129776e+004	(2.27584282515761e+001dB,1.08550987624593e+002°)
1.08392691402103e+004	(2.27414080545069e+001dB,1.08588211471404e+002°)
1.08642562361689e+004	(2.27243994180987e+001dB,1.08625487419493e+002°)
1.08893009333326e+004	(2.27074023785620e+001dB,1.08662815404147e+002°)
1.09144033644858e+004	(2.26904169721667e+001dB,1.08700195359673e+002°)
1.09395636627192e+004	(2.26734432352198e+001dB,1.08737627219390e+002°)
1.09647819614301e+004	(2.26564812040634e+001dB,1.08775110915647e+002°)
1.09900583943234e+004	(2.26395309151084e+001dB,1.08812646379803e+002°)
1.10153930954123e+004	(2.26225924047742e+001dB,1.08850233542224e+002°)
1.10407861990189e+004	(2.26056657095600e+001dB,1.08887872332276e+002°)
1.10662378397749e+004	(2.25887508659779e+001dB,1.08925562678346e+002°)
1.10917481526222e+004	(2.25718479106016e+001dB,1.08963304507794e+002°)
1.11173172728141e+004	(2.25549568800315e+001dB,1.09001097746990e+002°)
1.11429453359155e+004	(2.25380778109159e+001dB,1.09038942321287e+002°)
1.11686324778038e+004	(2.25212107399535e+001dB,1.09076838155027e+002°)
1.11943788346697e+004	(2.25043557038614e+001dB,1.09114785171522e+002°)
1.12201845430178e+004	(2.24875127394088e+001dB,1.09152783293082e+002°)
1.12460497396674e+004	(2.24706818834090e+001dB,1.09190832440971e+002°)
1.12719745617533e+004	(2.24538631726909e+001dB,1.09228932535429e+002°)
1.12979591467261e+004	(2.24370566441506e+001dB,1.09267083495664e+002°)
1.13240036323537e+004	(2.24202623347023e+001dB,1.09305285239845e+002°)
1.13501081567213e+004	(2.24034802812891e+001dB,1.09343537685092e+002°)
1.13762728582324e+004	(2.23867105209119e+001dB,1.09381840747487e+002°)
1.14024978756098e+004	(2.23699530906038e+001dB,1.09420194342053e+002°)
1.14287833478958e+004	(2.23532080273946e+001dB,1.09458598382769e+002°)
1.14551294144535e+004	(2.23364753684066e+001dB,1.09497052782546e+002°)
1.14815362149669e+004	(2.23197551507565e+001dB,1.09535557453237e+002°)
1.15080038894425e+004	(2.23030474115989e+001dB,1.09574112305630e+002°)
1.15345325782090e+004	(2.22863521881299e+001dB,1.09612717249442e+002°)
1.15611224219191e+004	(2.22696695175724e+001dB,1.09651372193313e+002°)
1.15877735615494e+004	(2.22529994371716e+001dB,1.09690077044812e+002°)
1.16144861384015e+004	(2.22363419842231e+001dB,1.09728831710417e+002°)
1.16412602941030e+004	(2.22196971960258e+001dB,1.09767636095531e+002°)
1.16680961706077e+004	(2.22030651099299e+001dB,1.09806490104462e+002°)
1.16949939101968e+004	(2.21864457633045e+001dB,1.09845393640419e+002°)
1.17219536554794e+004	(2.21698391935444e+001dB,1.09884346605531e+002°)
1.17489755493934e+004	(2.21532454380764e+001dB,1.09923348900807e+002°)
1.17760597352061e+004	(2.21366645343458e+001dB,1.09962400426169e+002°)
1.18032063565153e+004	(2.21200965198314e+001dB,1.10001501080416e+002°)
1.18304155572497e+004	(2.21035414320233e+001dB,1.10040650761247e+002°)
1.18576874816696e+004	(2.20869993084674e+001dB,1.10079849365235e+002°)
1.18850222743682e+004	(2.20704701866927e+001dB,1.10119096787842e+002°)
1.19124200802718e+004	(2.20539541042790e+001dB,1.10158392923401e+002°)
1.19398810446408e+004	(2.20374510988146e+001dB,1.10197737665123e+002°)
1.19674053130705e+004	(2.20209612079100e+001dB,1.10237130905088e+002°)
1.19949930314918e+004	(2.20044844692110e+001dB,1.10276572534239e+002°)
1.20226443461721e+004	(2.19880209203598e+001dB,1.10316062442378e+002°)
1.20503594037160e+004	(2.19715705990387e+001dB,1.10355600518179e+002°)
1.20781383510658e+004	(2.19551335429383e+001dB,1.10395186649156e+002°)
1.21059813355028e+004	(2.19387097897595e+001dB,1.10434820721683e+002°)
1.21338885046478e+004	(2.19222993772388e+001dB,1.10474502620980e+002°)
1.21618600064617e+004	(2.19059023431174e+001dB,1.10514232231114e+002°)
1.21898959892466e+004	(2.18895187251509e+001dB,1.10554009434984e+002°)
1.22179966016467e+004	(2.18731485611103e+001dB,1.10593834114338e+002°)
1.22461619926485e+004	(2.18567918887886e+001dB,1.10633706149749e+002°)
1.22743923115820e+004	(2.18404487459826e+001dB,1.10673625420628e+002°)
1.23026877081218e+004	(2.18241191705055e+001dB,1.10713591805203e+002°)
1.23310483322870e+004	(2.18078032001855e+001dB,1.10753605180532e+002°)
1.23594743344431e+004	(2.17915008728545e+001dB,1.10793665422495e+002°)
1.23879658653016e+004	(2.17752122263520e+001dB,1.10833772405784e+002°)
1.24165230759220e+004	(2.17589372985433e+001dB,1.10873926003905e+002°)
1.24451461177118e+004	(2.17426761272861e+001dB,1.10914126089178e+002°)
1.24738351424274e+004	(2.17264287504532e+001dB,1.10954372532723e+002°)
1.25025903021751e+004	(2.17101952059208e+001dB,1.10994665204466e+002°)
1.25314117494121e+004	(2.16939755315708e+001dB,1.11035003973136e+002°)
1.25602996369467e+004	(2.16777697652990e+001dB,1.11075388706260e+002°)
1.25892541179396e+004	(2.16615779450018e+001dB,1.11115819270145e+002°)
1.26182753459046e+004	(2.16454001085675e+001dB,1.11156295529902e+002°)
1.26473634747094e+004	(2.16292362938968e+001dB,1.11196817349431e+002°)
1.26765186585763e+004	(2.16130865388959e+001dB,1.11237384591403e+002°)
1.27057410520833e+004	(2.15969508814769e+001dB,1.11277997117276e+002°)
1.27350308101645e+004	(2.15808293595284e+001dB,1.11318654787289e+002°)
1.27643880881113e+004	(2.15647220109592e+001dB,1.11359357460453e+002°)
1.27938130415731e+004	(2.15486288736687e+001dB,1.11400104994547e+002°)
1.28233058265581e+004	(2.15325499855647e+001dB,1.11440897246121e+002°)
1.28528665994340e+004	(2.15164853845410e+001dB,1.11481734070490e+002°)
1.28824955169292e+004	(2.15004351084870e+001dB,1.11522615321735e+002°)
1.29121927361332e+004	(2.14843991952942e+001dB,1.11563540852689e+002°)
1.29419584144977e+004	(2.14683776828390e+001dB,1.11604510514945e+002°)
1.29717927098374e+004	(2.14523706090015e+001dB,1.11645524158848e+002°)
1.30016957803307e+004	(2.14363780116540e+001dB,1.11686581633501e+002°)
1.30316677845208e+004	(2.14203999286430e+001dB,1.11727682786742e+002°)
1.30617088813162e+004	(2.14044363978269e+001dB,1.11768827465161e+002°)
1.30918192299919e+004	(2.13884874570519e+001dB,1.11810015514092e+002°)
1.31219989901898e+004	(2.13725531441350e+001dB,1.11851246777603e+002°)
1.31522483219202e+004	(2.13566334968979e+001dB,1.11892521098499e+002°)
1.31825673855619e+004	(2.13407285531551e+001dB,1.11933838318322e+002°)
1.32129563418635e+004	(2.13248383506775e+001dB,1.11975198277341e+002°)
1.32434153519444e+004	(2.13089629272545e+001dB,1.12016600814558e+002°)
1.32739445772952e+004	(2.12931023206349e+001dB,1.12058045767696e+002°)
1.33045441797787e+004	(2.12772565685744e+001dB,1.12099532973201e+002°)
1.33352143216310e+004	(2.12614257087857e+001dB,1.12141062266240e+002°)
1.33659551654622e+004	(2.12456097789842e+001dB,1.12182633480706e+002°)
1.33967668742571e+004	(2.12298088168534e+001dB,1.12224246449194e+002°)
1.34276496113764e+004	(2.12140228600639e+001dB,1.12265901003017e+002°)
1.34586035405572e+004	(2.11982519462619e+001dB,1.12307596972202e+002°)
1.34896288259143e+004	(2.11824961130546e+001dB,1.12349334185479e+002°)
