Freq.	1/(1-1/(2*(I(Vi)@1*V(x)@2-V(x)@1*I(Vi)@2)+V(x)@1+I(Vi)@2))
2.73526872630650e+002	(5.39986951622746e+001dB,9.04397645631247e+001°)
2.74157417192767e+002	(5.39786850945283e+001dB,9.04413661430078e+001°)
2.74789415310218e+002	(5.39586750940142e+001dB,9.04429701067716e+001°)
2.75422870333795e+002	(5.39386651605317e+001dB,9.04445764630664e+001°)
2.76057785622013e+002	(5.39186552938742e+001dB,9.04461852194438e+001°)
2.76694164541130e+002	(5.38986454938367e+001dB,9.04477963842662e+001°)
2.77332010465163e+002	(5.38786357602061e+001dB,9.04494099663562e+001°)
2.77971326775907e+002	(5.38586260928008e+001dB,9.04510259728845e+001°)
2.78612116862955e+002	(5.38386164914038e+001dB,9.04526444126455e+001°)
2.79254384123712e+002	(5.38186069558352e+001dB,9.04542652950298e+001°)
2.79898131963414e+002	(5.37985974858694e+001dB,9.04558886261928e+001°)
2.80543363795149e+002	(5.37785880813370e+001dB,9.04575144161512e+001°)
2.81190083039872e+002	(5.37585787420405e+001dB,9.04591426724390e+001°)
2.81838293126423e+002	(5.37385694677707e+001dB,9.04607734036993e+001°)
2.82487997491549e+002	(5.37185602583573e+001dB,9.04624066184267e+001°)
2.83139199579916e+002	(5.36985511135817e+001dB,9.04640423243224e+001°)
2.83791902844133e+002	(5.36785420332860e+001dB,9.04656805302256e+001°)
2.84446110744769e+002	(5.36585330172725e+001dB,9.04673212447087e+001°)
2.85101826750369e+002	(5.36385240653420e+001dB,9.04689644763135e+001°)
2.85759054337472e+002	(5.36185151773131e+001dB,9.04706102324407e+001°)
2.86417796990636e+002	(5.35985063530276e+001dB,9.04722585226693e+001°)
2.87078058202447e+002	(5.35784975922599e+001dB,9.04739093549948e+001°)
2.87739841473544e+002	(5.35584888948576e+001dB,9.04755627373457e+001°)
2.88403150312638e+002	(5.35384802606388e+001dB,9.04772186793913e+001°)
2.89067988236525e+002	(5.35184716894178e+001dB,9.04788771893066e+001°)
2.89734358770109e+002	(5.34984631810206e+001dB,9.04805382744215e+001°)
2.90402265446422e+002	(5.34784547352731e+001dB,9.04822019446036e+001°)
2.91071711806638e+002	(5.34584463519983e+001dB,9.04838682085311e+001°)
2.91742701400094e+002	(5.34384380310220e+001dB,9.04855370733354e+001°)
2.92415237784310e+002	(5.34184297721755e+001dB,9.04872085488879e+001°)
2.93089324525009e+002	(5.33984215752746e+001dB,9.04888826431669e+001°)
2.93764965196130e+002	(5.33784134401627e+001dB,9.04905593656943e+001°)
2.94442163379853e+002	(5.33584053666813e+001dB,9.04922387237955e+001°)
2.95120922666615e+002	(5.33383973546452e+001dB,9.04939207268473e+001°)
2.95801246655131e+002	(5.33183894038874e+001dB,9.04956053833731e+001°)
2.96483138952411e+002	(5.32983815142595e+001dB,9.04972927025101e+001°)
2.97166603173779e+002	(5.32783736855841e+001dB,9.04989826918567e+001°)
2.97851642942895e+002	(5.32583659177100e+001dB,9.05006753610756e+001°)
2.98538261891772e+002	(5.32383582104718e+001dB,9.05023707182798e+001°)
2.99226463660795e+002	(5.32183505637038e+001dB,9.05040687731507e+001°)
2.99916251898741e+002	(5.31983429772569e+001dB,9.05057695332514e+001°)
3.00607630262799e+002	(5.31783354509652e+001dB,9.05074730080445e+001°)
3.01300602418588e+002	(5.31583279846876e+001dB,9.05091792066726e+001°)
3.01995172040178e+002	(5.31383205782487e+001dB,9.05108881367333e+001°)
3.02691342810106e+002	(5.31183132315150e+001dB,9.05125998084481e+001°)
3.03389118419403e+002	(5.30983059443239e+001dB,9.05143142295750e+001°)
3.04088502567604e+002	(5.30782987165156e+001dB,9.05160314092050e+001°)
3.04789498962774e+002	(5.30582915479684e+001dB,9.05177513568153e+001°)
3.05492111321527e+002	(5.30382844385121e+001dB,9.05194740806490e+001°)
3.06196343369043e+002	(5.30182773879934e+001dB,9.05211995896056e+001°)
3.06902198839091e+002	(5.29982703962892e+001dB,9.05229278924437e+001°)
3.07609681474046e+002	(5.29782634632361e+001dB,9.05246589990298e+001°)
3.08318795024911e+002	(5.29582565887020e+001dB,9.05263929178178e+001°)
3.09029543251334e+002	(5.29382497725358e+001dB,9.05281296573788e+001°)
3.09741929921633e+002	(5.29182430146112e+001dB,9.05298692268353e+001°)
3.10455958812811e+002	(5.28982363147654e+001dB,9.05316116360572e+001°)
3.11171633710577e+002	(5.28782296728799e+001dB,9.05333568928390e+001°)
3.11888958409369e+002	(5.28582230888007e+001dB,9.05351050067804e+001°)
3.12607936712370e+002	(5.28382165624057e+001dB,9.05368559864298e+001°)
3.13328572431533e+002	(5.28182100935524e+001dB,9.05386098422970e+001°)
3.14050869387596e+002	(5.27982036821045e+001dB,9.05403665817066e+001°)
3.14774831410106e+002	(5.27781973279382e+001dB,9.05421262140963e+001°)
3.15500462337437e+002	(5.27581910309207e+001dB,9.05438887500562e+001°)
3.16227766016812e+002	(5.27381847909069e+001dB,9.05456541970628e+001°)
3.16956746304324e+002	(5.27181786077777e+001dB,9.05474225644236e+001°)
3.17687407064951e+002	(5.26981724814271e+001dB,9.05491938626446e+001°)
3.18419752172587e+002	(5.26781664116941e+001dB,9.05509680994520e+001°)
3.19153785510050e+002	(5.26581603984564e+001dB,9.05527452845765e+001°)
3.19889510969114e+002	(5.26381544416080e+001dB,9.05545254276405e+001°)
3.20626932450521e+002	(5.26181485410196e+001dB,9.05563085368447e+001°)
3.21366053864006e+002	(5.25981426965625e+001dB,9.05580946224791e+001°)
3.22106879128317e+002	(5.25781369081161e+001dB,9.05598836933474e+001°)
3.22849412171237e+002	(5.25581311755660e+001dB,9.05616757588349e+001°)
3.23593656929602e+002	(5.25381254987958e+001dB,9.05634708279466e+001°)
3.24339617349323e+002	(5.25181198776709e+001dB,9.05652689102554e+001°)
3.25087297385408e+002	(5.24981143120957e+001dB,9.05670700153136e+001°)
3.25836701001982e+002	(5.24781088019534e+001dB,9.05688741521184e+001°)
3.26587832172309e+002	(5.24581033471151e+001dB,9.05706813300198e+001°)
3.27340694878811e+002	(5.24380979474831e+001dB,9.05724915587504e+001°)
3.28095293113092e+002	(5.24180926029243e+001dB,9.05743048470549e+001°)
3.28851630875956e+002	(5.23980873133509e+001dB,9.05761212053300e+001°)
3.29609712177431e+002	(5.23780820786443e+001dB,9.05779406423252e+001°)
3.30369541036788e+002	(5.23580768986924e+001dB,9.05797631677224e+001°)
3.31131121482564e+002	(5.23380717733967e+001dB,9.05815887907712e+001°)
3.31894457552583e+002	(5.23180667026428e+001dB,9.05834175209321e+001°)
3.32659553293977e+002	(5.22980616863326e+001dB,9.05852493685402e+001°)
3.33426412763208e+002	(5.22780567243607e+001dB,9.05870843421780e+001°)
3.34195040026087e+002	(5.22580518166205e+001dB,9.05889224513869e+001°)
3.34965439157800e+002	(5.22380469630070e+001dB,9.05907637059889e+001°)
3.35737614242927e+002	(5.22180421634330e+001dB,9.05926081158236e+001°)
3.36511569375463e+002	(5.21980374177874e+001dB,9.05944556903503e+001°)
3.37287308658841e+002	(5.21780327259821e+001dB,9.05963064391971e+001°)
3.38064836205954e+002	(5.21580280879078e+001dB,9.05981603720101e+001°)
3.38844156139175e+002	(5.21380235034721e+001dB,9.06000174980539e+001°)
3.39625272590380e+002	(5.21180189725835e+001dB,9.06018778271217e+001°)
3.40408189700973e+002	(5.20980144951556e+001dB,9.06037413694110e+001°)
3.41192911621900e+002	(5.20780100710801e+001dB,9.06056081341408e+001°)
3.41979442513681e+002	(5.20580057002841e+001dB,9.06074781311824e+001°)
3.42767786546422e+002	(5.20380013826537e+001dB,9.06093513703888e+001°)
3.43557947899846e+002	(5.20179971181140e+001dB,9.06112278607668e+001°)
3.44349930763310e+002	(5.19979929065757e+001dB,9.06131076131307e+001°)
3.45143739335828e+002	(5.19779887479515e+001dB,9.06149906366555e+001°)
3.45939377826093e+002	(5.19579846421560e+001dB,9.06168769420504e+001°)
3.46736850452503e+002	(5.19379805891015e+001dB,9.06187665379787e+001°)
3.47536161443177e+002	(5.19179765887096e+001dB,9.06206594347539e+001°)
3.48337315035983e+002	(5.18979726408897e+001dB,9.06225556421757e+001°)
3.49140315478557e+002	(5.18779687455570e+001dB,9.06244551702997e+001°)
3.49945167028328e+002	(5.18579649026495e+001dB,9.06263580289612e+001°)
3.50751873952539e+002	(5.18379611120741e+001dB,9.06282642281456e+001°)
3.51560440528269e+002	(5.18179573737496e+001dB,9.06301737774330e+001°)
3.52370871042458e+002	(5.17979536876060e+001dB,9.06320866871744e+001°)
3.53183169791927e+002	(5.17779500535727e+001dB,9.06340029675277e+001°)
3.53997341083405e+002	(5.17579464715505e+001dB,9.06359226280776e+001°)
3.54813389233546e+002	(5.17379429415001e+001dB,9.06378456791200e+001°)
3.55631318568956e+002	(5.17179394633167e+001dB,9.06397721302759e+001°)
3.56451133426214e+002	(5.16979360369505e+001dB,9.06417019917632e+001°)
3.57272838151899e+002	(5.16779326623161e+001dB,9.06436352739044e+001°)
3.58096437102606e+002	(5.16579293393566e+001dB,9.06455719869190e+001°)
3.58921934644975e+002	(5.16379260679839e+001dB,9.06475121403897e+001°)
3.59749335155712e+002	(5.16179228481571e+001dB,9.06494557445586e+001°)
3.60578643021612e+002	(5.15979196797866e+001dB,9.06514028100357e+001°)
3.61409862639583e+002	(5.15779165628248e+001dB,9.06533533465602e+001°)
3.62242998416668e+002	(5.15579134971907e+001dB,9.06553073647990e+001°)
3.63078054770071e+002	(5.15379104828367e+001dB,9.06572648740923e+001°)
3.63915036127177e+002	(5.15179075196868e+001dB,9.06592258853138e+001°)
3.64753946925577e+002	(5.14979046076931e+001dB,9.06611904087095e+001°)
3.65594791613094e+002	(5.14779017467920e+001dB,9.06631584544303e+001°)
3.66437574647802e+002	(5.14578989369178e+001dB,9.06651300327556e+001°)
3.67282300498054e+002	(5.14378961780117e+001dB,9.06671051539164e+001°)
3.68128973642500e+002	(5.14178934700274e+001dB,9.06690838286202e+001°)
3.68977598570119e+002	(5.13978908128951e+001dB,9.06710660664304e+001°)
3.69828179780235e+002	(5.13778882065717e+001dB,9.06730518781627e+001°)
3.70680721782545e+002	(5.13578856510030e+001dB,9.06750412747613e+001°)
3.71535229097141e+002	(5.13378831461334e+001dB,9.06770342657855e+001°)
3.72391706254537e+002	(5.13178806919049e+001dB,9.06790308618124e+001°)
3.73250157795689e+002	(5.12978782882837e+001dB,9.06810310735851e+001°)
3.74110588272022e+002	(5.12778759351996e+001dB,9.06830349114870e+001°)
3.74973002245452e+002	(5.12578736326278e+001dB,9.06850423858587e+001°)
3.75837404288412e+002	(5.12378713804994e+001dB,9.06870535072491e+001°)
3.76703798983877e+002	(5.12178691787781e+001dB,9.06890682865527e+001°)
3.77572190925384e+002	(5.11978670274194e+001dB,9.06910867336752e+001°)
3.78442584717061e+002	(5.11778649263714e+001dB,9.06931088594145e+001°)
3.79314984973650e+002	(5.11578628756007e+001dB,9.06951346741961e+001°)
3.80189396320529e+002	(5.11378608750659e+001dB,9.06971641890234e+001°)
3.81065823393741e+002	(5.11178589247198e+001dB,9.06991974149348e+001°)
3.81944270840014e+002	(5.10978570245239e+001dB,9.07012343613268e+001°)
3.82824743316790e+002	(5.10778551744415e+001dB,9.07032750398619e+001°)
3.83707245492246e+002	(5.10578533744282e+001dB,9.07053194606678e+001°)
3.84591782045321e+002	(5.10378516244583e+001dB,9.07073676349407e+001°)
3.85478357665739e+002	(5.10178499244863e+001dB,9.07094195728110e+001°)
3.86366977054036e+002	(5.09978482744758e+001dB,9.07114752855417e+001°)
3.87257644921584e+002	(5.09778466744076e+001dB,9.07135347836812e+001°)
3.88150365990615e+002	(5.09578451242385e+001dB,9.07155980782759e+001°)
3.89045144994247e+002	(5.09378436239353e+001dB,9.07176651797451e+001°)
3.89941986676510e+002	(5.09178421734681e+001dB,9.07197360989953e+001°)
3.90840895792369e+002	(5.08978407728094e+001dB,9.07218108468512e+001°)
3.91741877107750e+002	(5.08778394219387e+001dB,9.07238894347631e+001°)
3.92644935399566e+002	(5.08578381208193e+001dB,9.07259718729671e+001°)
3.93550075455744e+002	(5.08378368694262e+001dB,9.07280581720681e+001°)
3.94457302075245e+002	(5.08178356677305e+001dB,9.07301483439792e+001°)
3.95366620068094e+002	(5.07978345157109e+001dB,9.07322423990439e+001°)
3.96278034255406e+002	(5.07778334133595e+001dB,9.07343403486667e+001°)
3.97191549469406e+002	(5.07578323606291e+001dB,9.07364422034077e+001°)
3.98107170553463e+002	(5.07378313575046e+001dB,9.07385479744027e+001°)
3.99024902362108e+002	(5.07178304039788e+001dB,9.07406576726408e+001°)
3.99944749761063e+002	(5.06978295000265e+001dB,9.07427713093159e+001°)
4.00866717627268e+002	(5.06778286456296e+001dB,9.07448888955639e+001°)
4.01790810848905e+002	(5.06578278407622e+001dB,9.07470104422612e+001°)
4.02717034325424e+002	(5.06378270854215e+001dB,9.07491359610029e+001°)
4.03645392967570e+002	(5.06178263795778e+001dB,9.07512654617866e+001°)
4.04575891697408e+002	(5.05978257232327e+001dB,9.07533989575598e+001°)
4.05508535448349e+002	(5.05778251163628e+001dB,9.07555364579359e+001°)
4.06443329165178e+002	(5.05578245589626e+001dB,9.07576779750394e+001°)
4.07380277804078e+002	(5.05378240510210e+001dB,9.07598235197586e+001°)
4.08319386332657e+002	(5.05178235925273e+001dB,9.07619731031550e+001°)
4.09260659729976e+002	(5.04978231834677e+001dB,9.07641267371030e+001°)
4.10204102986571e+002	(5.04778228238432e+001dB,9.07662844324913e+001°)
4.11149721104487e+002	(5.04578225136412e+001dB,9.07684462008248e+001°)
4.12097519097295e+002	(5.04378222528558e+001dB,9.07706120531642e+001°)
4.13047501990126e+002	(5.04178220414831e+001dB,9.07727820007034e+001°)
4.13999674819695e+002	(5.03978218795266e+001dB,9.07749560555338e+001°)
4.14954042634327e+002	(5.03778217669733e+001dB,9.07771342288445e+001°)
4.15910610493986e+002	(5.03578217038351e+001dB,9.07793165319866e+001°)
4.16869383470299e+002	(5.03378216900943e+001dB,9.07815029759556e+001°)
4.17830366646586e+002	(5.03178217257672e+001dB,9.07836935727931e+001°)
4.18793565117882e+002	(5.02978218108424e+001dB,9.07858883338231e+001°)
4.19758983990971e+002	(5.02778219453356e+001dB,9.07880872708398e+001°)
4.20726628384408e+002	(5.02578221292387e+001dB,9.07902903947859e+001°)
4.21696503428546e+002	(5.02378223625606e+001dB,9.07924977181388e+001°)
4.22668614265566e+002	(5.02178226453134e+001dB,9.07947092512920e+001°)
4.23642966049504e+002	(5.01978229774928e+001dB,9.07969250066760e+001°)
4.24619563946276e+002	(5.01778233591187e+001dB,9.07991449959279e+001°)
4.25598413133706e+002	(5.01578237901931e+001dB,9.08013692304813e+001°)
4.26579518801556e+002	(5.01378242707300e+001dB,9.08035977220560e+001°)
4.27562886151549e+002	(5.01178248007350e+001dB,9.08058304826151e+001°)
4.28548520397402e+002	(5.00978253802202e+001dB,9.08080675231368e+001°)
4.29536426764850e+002	(5.00778260092050e+001dB,9.08103088563083e+001°)
4.30526610491673e+002	(5.00578266876981e+001dB,9.08125544932258e+001°)
4.31519076827728e+002	(5.00378274157213e+001dB,9.08148044462061e+001°)
4.32513831034971e+002	(5.00178281932771e+001dB,9.08170587265627e+001°)
4.33510878387491e+002	(4.99978290204021e+001dB,9.08193173463946e+001°)
4.34510224171533e+002	(4.99778298970946e+001dB,9.08215803180353e+001°)
4.35511873685530e+002	(4.99578308233867e+001dB,9.08238476523136e+001°)
4.36515832240128e+002	(4.99378317992966e+001dB,9.08261193618647e+001°)
4.37522105158214e+002	(4.99178328248463e+001dB,9.08283954586701e+001°)
4.38530697774947e+002	(4.98978339000618e+001dB,9.08306759544696e+001°)
4.39541615437786e+002	(4.98778350249531e+001dB,9.08329608610977e+001°)
4.40554863506515e+002	(4.98578361995572e+001dB,9.08352501908965e+001°)
4.41570447353274e+002	(4.98378374238971e+001dB,9.08375439560533e+001°)
4.42588372362588e+002	(4.98178386979907e+001dB,9.08398421679000e+001°)
4.43608643931394e+002	(4.97978400218863e+001dB,9.08421448392677e+001°)
4.44631267469070e+002	(4.97778413955961e+001dB,9.08444519818693e+001°)
4.45656248397464e+002	(4.97578428191488e+001dB,9.08467636076736e+001°)
4.46683592150924e+002	(4.97378442925851e+001dB,9.08490797293415e+001°)
4.47713304176323e+002	(4.97178458159296e+001dB,9.08514003584725e+001°)
4.48745389933093e+002	(4.96978473892156e+001dB,9.08537255079342e+001°)
4.49779854893248e+002	(4.96778490124876e+001dB,9.08560551898846e+001°)
4.50816704541420e+002	(4.96578506857620e+001dB,9.08583894157163e+001°)
4.51855944374882e+002	(4.96378524090901e+001dB,9.08607281983090e+001°)
4.52897579903581e+002	(4.96178541825025e+001dB,9.08630715503722e+001°)
4.53941616650163e+002	(4.95978560060392e+001dB,9.08654194833696e+001°)
4.54988060150008e+002	(4.95778578797368e+001dB,9.08677720100672e+001°)
4.56036915951256e+002	(4.95578598036498e+001dB,9.08701291428984e+001°)
4.57088189614835e+002	(4.95378617777961e+001dB,9.08724908941926e+001°)
4.58141886714493e+002	(4.95178638022403e+001dB,9.08748572766140e+001°)
4.59198012836828e+002	(4.94978658770082e+001dB,9.08772283022774e+001°)
4.60256573581315e+002	(4.94778680021494e+001dB,9.08796039835137e+001°)
4.61317574560339e+002	(4.94578701777200e+001dB,9.08819843332301e+001°)
4.62381021399219e+002	(4.94378724037554e+001dB,9.08843693636667e+001°)
4.63446919736247e+002	(4.94178746803070e+001dB,9.08867590875870e+001°)
4.64515275222708e+002	(4.93978770074226e+001dB,9.08891535173602e+001°)
4.65586093522918e+002	(4.93778793851506e+001dB,9.08915526654254e+001°)
4.66659380314247e+002	(4.93578818135425e+001dB,9.08939565452380e+001°)
4.67735141287157e+002	(4.93378842926635e+001dB,9.08963651684731e+001°)
4.68813382145224e+002	(4.93178868225513e+001dB,9.08987785481682e+001°)
4.69894108605174e+002	(4.92978894032565e+001dB,9.09011966974332e+001°)
4.70977326396911e+002	(4.92778920348412e+001dB,9.09036196279705e+001°)
4.72063041263548e+002	(4.92578947173684e+001dB,9.09060473532990e+001°)
4.73151258961438e+002	(4.92378974508935e+001dB,9.09084798866848e+001°)
4.74241985260202e+002	(4.92179002354633e+001dB,9.09109172397710e+001°)
4.75335225942763e+002	(4.91979030711516e+001dB,9.09133594257825e+001°)
4.76430986805373e+002	(4.91779059580027e+001dB,9.09158064579709e+001°)
4.77529273657648e+002	(4.91579088960964e+001dB,9.09182583489506e+001°)
4.78630092322595e+002	(4.91379118854849e+001dB,9.09207151113645e+001°)
4.79733448636646e+002	(4.91179149262299e+001dB,9.09231767586134e+001°)
4.80839348449685e+002	(4.90979180184015e+001dB,9.09256433033762e+001°)
4.81947797625084e+002	(4.90779211620685e+001dB,9.09281147587558e+001°)
4.83058802039729e+002	(4.90579243572961e+001dB,9.09305911375859e+001°)
4.84172367584056e+002	(4.90379276041406e+001dB,9.09330724529111e+001°)
4.85288500162077e+002	(4.90179309026914e+001dB,9.09355587180200e+001°)
4.86407205691418e+002	(4.89979342530113e+001dB,9.09380499460355e+001°)
4.87528490103342e+002	(4.89779376551611e+001dB,9.09405461498076e+001°)
4.88652359342790e+002	(4.89579411092272e+001dB,9.09430473423958e+001°)
4.89778819368402e+002	(4.89379446152717e+001dB,9.09455535372870e+001°)
4.90907876152559e+002	(4.89179481733716e+001dB,9.09480647472857e+001°)
4.92039535681406e+002	(4.88979517836202e+001dB,9.09505809861144e+001°)
4.93173803954891e+002	(4.88779554460650e+001dB,9.09531022665314e+001°)
4.94310686986791e+002	(4.88579591608109e+001dB,9.09556286024613e+001°)
4.95450190804745e+002	(4.88379629279216e+001dB,9.09581600063675e+001°)
4.96592321450291e+002	(4.88179667474831e+001dB,9.09606964923790e+001°)
4.97737084978891e+002	(4.87979706195681e+001dB,9.09632380730704e+001°)
4.98884487459967e+002	(4.87779745442702e+001dB,9.09657847623162e+001°)
5.00034534976933e+002	(4.87579785216715e+001dB,9.09683365732273e+001°)
5.01187233627227e+002	(4.87379825518542e+001dB,9.09708935198329e+001°)
5.02342589522341e+002	(4.87179866349014e+001dB,9.09734556150199e+001°)
5.03500608787859e+002	(4.86979907709040e+001dB,9.09760228724331e+001°)
5.04661297563482e+002	(4.86779949599446e+001dB,9.09785953056227e+001°)
5.05824662003068e+002	(4.86579992021191e+001dB,9.09811729278915e+001°)
5.06990708274658e+002	(4.86380034975173e+001dB,9.09837557535763e+001°)
5.08159442560514e+002	(4.86180078462240e+001dB,9.09863437955536e+001°)
5.09330871057149e+002	(4.85980122483360e+001dB,9.09889370673585e+001°)
5.10504999975360e+002	(4.85780167039427e+001dB,9.09915355830574e+001°)
5.11681835540261e+002	(4.85580212131537e+001dB,9.09941393563602e+001°)
5.12861383991318e+002	(4.85380257760401e+001dB,9.09967484004086e+001°)
5.14043651582379e+002	(4.85180303927289e+001dB,9.09993627298580e+001°)
5.15228644581709e+002	(4.84980350632902e+001dB,9.10019823576429e+001°)
5.16416369272024e+002	(4.84780397878383e+001dB,9.10046072979011e+001°)
5.17606831950520e+002	(4.84580445664750e+001dB,9.10072375646609e+001°)
5.18800038928913e+002	(4.84380493992915e+001dB,9.10098731714003e+001°)
5.19995996533468e+002	(4.84180542863987e+001dB,9.10125141320849e+001°)
5.21194711105033e+002	(4.83980592278932e+001dB,9.10151604608620e+001°)
5.22396188999072e+002	(4.83780642238940e+001dB,9.10178121713833e+001°)
5.23600436585702e+002	(4.83580692744904e+001dB,9.10204692778153e+001°)
5.24807460249724e+002	(4.83380743798045e+001dB,9.10231317938252e+001°)
5.26017266390658e+002	(4.83180795399289e+001dB,9.10257997336949e+001°)
5.27229861422774e+002	(4.82980847549902e+001dB,9.10284731117873e+001°)
5.28445251775132e+002	(4.82780900250899e+001dB,9.10311519415822e+001°)
5.29663443891609e+002	(4.82580953503456e+001dB,9.10338362377448e+001°)
5.30884444230939e+002	(4.82381007308591e+001dB,9.10365260141119e+001°)
5.32108259266745e+002	(4.82181061667539e+001dB,9.10392212845991e+001°)
5.33334895487572e+002	(4.81981116581385e+001dB,9.10419220636807e+001°)
5.34564359396922e+002	(4.81781172051377e+001dB,9.10446283655830e+001°)
5.35796657513292e+002	(4.81581228078657e+001dB,9.10473402046102e+001°)
5.37031796370203e+002	(4.81381284664360e+001dB,9.10500575949162e+001°)
5.38269782516238e+002	(4.81181341809877e+001dB,9.10527805512557e+001°)
5.39510622515078e+002	(4.80981399516251e+001dB,9.10555090872680e+001°)
5.40754322945531e+002	(4.80781457784653e+001dB,9.10582432175638e+001°)
5.42000890401573e+002	(4.80581516616434e+001dB,9.10609829567192e+001°)
5.43250331492383e+002	(4.80381576012855e+001dB,9.10637283191101e+001°)
5.44502652842370e+002	(4.80181635975152e+001dB,9.10664793190447e+001°)
5.45757861091220e+002	(4.79981696504516e+001dB,9.10692359714044e+001°)
5.47015962893921e+002	(4.79781757602330e+001dB,9.10719982903187e+001°)
5.48276964920803e+002	(4.79581819269890e+001dB,9.10747662906121e+001°)
5.49540873857573e+002	(4.79381881508390e+001dB,9.10775399864426e+001°)
5.50807696405352e+002	(4.79181944319304e+001dB,9.10803193926290e+001°)
5.52077439280706e+002	(4.78982007703910e+001dB,9.10831045241524e+001°)
5.53350109215685e+002	(4.78782071663524e+001dB,9.10858953953233e+001°)
5.54625712957859e+002	(4.78582136199525e+001dB,9.10886920208472e+001°)
5.55904257270352e+002	(4.78382201313234e+001dB,9.10914944154307e+001°)
5.57185748931878e+002	(4.78182267006100e+001dB,9.10943025940767e+001°)
5.58470194736778e+002	(4.77982333279489e+001dB,9.10971165713231e+001°)
5.59757601495058e+002	(4.77782400134806e+001dB,9.10999363624073e+001°)
5.61047976032418e+002	(4.77582467573514e+001dB,9.11027619814251e+001°)
5.62341325190296e+002	(4.77382535596998e+001dB,9.11055934441073e+001°)
5.63637655825901e+002	(4.77182604206673e+001dB,9.11084307649898e+001°)
5.64936974812249e+002	(4.76982673403979e+001dB,9.11112739588186e+001°)
5.66239289038200e+002	(4.76782743190491e+001dB,9.11141230408080e+001°)
5.67544605408494e+002	(4.76582813567566e+001dB,9.11169780259006e+001°)
5.68852930843788e+002	(4.76382884536849e+001dB,9.11198389290848e+001°)
5.70164272280694e+002	(4.76182956099685e+001dB,9.11227057658068e+001°)
5.71478636671813e+002	(4.75983028257694e+001dB,9.11255785506339e+001°)
5.72796030985775e+002	(4.75783101012321e+001dB,9.11284572989562e+001°)
5.74116462207273e+002	(4.75583174365161e+001dB,9.11313420258154e+001°)
5.75439937337103e+002	(4.75383248317857e+001dB,9.11342327468182e+001°)
5.76766463392196e+002	(4.75183322871863e+001dB,9.11371294766038e+001°)
5.78096047405663e+002	(4.74983398028746e+001dB,9.11400322309350e+001°)
5.79428696426826e+002	(4.74783473790091e+001dB,9.11429410244524e+001°)
5.80764417521257e+002	(4.74583550157670e+001dB,9.11458558734141e+001°)
5.82103217770816e+002	(4.74383627132868e+001dB,9.11487767923563e+001°)
5.83445104273689e+002	(4.74183704717506e+001dB,9.11517037969626e+001°)
5.84790084144425e+002	(4.73983782913139e+001dB,9.11546369027444e+001°)
5.86138164513973e+002	(4.73783861721463e+001dB,9.11575761250945e+001°)
5.87489352529721e+002	(4.73583941144085e+001dB,9.11605214793599e+001°)
5.88843655355533e+002	(4.73384021182694e+001dB,9.11634729809647e+001°)
5.90201080171788e+002	(4.73184101839097e+001dB,9.11664306460752e+001°)
5.91561634175418e+002	(4.72984183114864e+001dB,9.11693944897801e+001°)
5.92925324579943e+002	(4.72784265011774e+001dB,9.11723645276191e+001°)
5.94292158615516e+002	(4.72584347531646e+001dB,9.11753407755115e+001°)
5.95662143528953e+002	(4.72384430676128e+001dB,9.11783232488833e+001°)
5.97035286583780e+002	(4.72184514446974e+001dB,9.11813119635394e+001°)
5.98411595060262e+002	(4.71984598845953e+001dB,9.11843069353934e+001°)
5.99791076255452e+002	(4.71784683875028e+001dB,9.11873081800569e+001°)
6.01173737483221e+002	(4.71584769535770e+001dB,9.11903157131724e+001°)
6.02559586074300e+002	(4.71384855830055e+001dB,9.11933295507760e+001°)
6.03948629376322e+002	(4.71184942759847e+001dB,9.11963497090432e+001°)
6.05340874753856e+002	(4.70985030326777e+001dB,9.11993762031894e+001°)
6.06736329588447e+002	(4.70785118532879e+001dB,9.12024090499647e+001°)
6.08135001278660e+002	(4.70585207379943e+001dB,9.12054482646625e+001°)
6.09536897240111e+002	(4.70385296869901e+001dB,9.12084938635370e+001°)
6.10942024905513e+002	(4.70185387004531e+001dB,9.12115458626643e+001°)
6.12350391724715e+002	(4.69985477785919e+001dB,9.12146042781168e+001°)
6.13762005164735e+002	(4.69785569215790e+001dB,9.12176691260174e+001°)
6.15176872709809e+002	(4.69585661296173e+001dB,9.12207404222902e+001°)
6.16595001861423e+002	(4.69385754029075e+001dB,9.12238181833840e+001°)
6.18016400138357e+002	(4.69185847416430e+001dB,9.12269024257210e+001°)
6.19441075076722e+002	(4.68985941460155e+001dB,9.12299931650736e+001°)
6.20869034230004e+002	(4.68786036162355e+001dB,9.12330904177499e+001°)
6.22300285169100e+002	(4.68586131524922e+001dB,9.12361942003161e+001°)
6.23734835482359e+002	(4.68386227549869e+001dB,9.12393045288858e+001°)
6.25172692775625e+002	(4.68186324239326e+001dB,9.12424214201389e+001°)
6.26613864672275e+002	(4.67986421595298e+001dB,9.12455448903098e+001°)
6.28058358813257e+002	(4.67786519619822e+001dB,9.12486749558455e+001°)
6.29506182857137e+002	(4.67586618315067e+001dB,9.12518116330835e+001°)
6.30957344480132e+002	(4.67386717683000e+001dB,9.12549549388798e+001°)
6.32411851376158e+002	(4.67186817725784e+001dB,9.12581048893949e+001°)
6.33869711256866e+002	(4.66986918445557e+001dB,9.12612615017757e+001°)
